,years,item,price
339,1997,item1,97.80341067979414
340,1998,item1,100.76389918617323
341,1999,item1,100.13442632684641
342,2000,item1,102.20043236092718
343,2001,item1,101.39648842014955
344,2002,item1,106.35182912616038
345,2003,item1,94.97194771789798
346,2004,item1,103.77542003406391
347,2005,item1,101.21033764778302
348,2006,item1,101.23669015343363
349,2007,item1,103.4137294002642
350,2008,item1,98.4114468867007
351,2009,item1,99.35099747394177
352,2010,item1,99.49458991962211
353,2011,item1,97.84852558390779
354,2012,item1,93.1591378894211
355,2013,item1,94.21766471252297
356,2014,item1,92.38213253481695
357,2015,item1,104.67886467777511
358,2016,item1,105.9724030144838
359,2017,item1,89.88536477640702
360,1978,item1,97.0800113888586
361,1979,item1,94.56325195523902
362,1980,item1,100.89054434109892
363,1981,item1,96.78700481882578
364,1982,item1,110.5871290431215
365,1983,item1,104.73108800604233
366,1984,item1,89.93612726464339
367,1985,item1,103.44079132901467
368,1986,item1,105.86994955479803
369,1987,item1,102.46826174236169
370,1988,item1,97.88672185789709
371,1989,item1,107.53805328081059
372,1990,item1,96.77778264284906
373,1991,item1,99.73549730730402
374,1992,item1,88.05240712009552
375,1993,item1,97.75396142948215
376,1994,item1,105.46472154207908
377,1995,item1,96.56780067384139
378,1996,item1,107.45640608803619
379,1997,item1,98.74392681073807
380,1998,item1,95.51718880189465
381,1999,item1,101.02948508060709
382,2000,item1,96.90032079403584
383,2001,item1,93.65506764918737
384,2002,item1,95.92212921734786
385,2003,item1,95.82398730500324
386,2004,item1,103.35867415869885
387,2005,item1,94.58594397683216
388,2006,item1,93.903598596491
389,2007,item1,98.88550191966345
390,2008,item1,96.67520830988111
391,2009,item1,98.22592078007445
392,2010,item1,103.14932077449461
393,2011,item1,99.79313356671923
394,2012,item1,98.20018120507049
395,2013,item1,99.24544052072281
396,2014,item1,90.96964105109777
397,2015,item1,106.85004106721604
398,2016,item1,106.94755665886572
399,2017,item1,101.581536310491
400,1978,item2,94.24093497517569
401,1979,item2,101.7707700888773
402,1980,item2,103.58948491729757
403,1981,item2,102.11429644022888
404,1982,item2,110.02728172688263
405,1983,item2,111.1528797238402
406,1984,item2,112.63811705191705
407,1985,item2,107.35103908907125
408,1986,item2,108.83125754334037
409,1987,item2,114.0501522094061
410,1988,item2,113.6270485542578
411,1989,item2,110.95884347180197
412,1990,item2,117.5136184991406
413,1991,item2,115.69165525544068
414,1992,item2,121.75916213806529
415,1993,item2,108.85370656129133
416,1994,item2,114.9985494831789
417,1995,item2,116.41916256641694
418,1996,item2,121.90492442020152
419,1997,item2,125.19326029364257
420,1998,item2,123.70772315857671
421,1999,item2,122.6424815922241
422,2000,item2,122.91697929689532
423,2001,item2,119.22065937506407
424,2002,item2,122.6982352809923
425,2003,item2,126.4968487704196
426,2004,item2,128.73770073869872
427,2005,item2,122.76692453088313
428,2006,item2,117.97979509033334
429,2007,item2,131.72700231013522
430,2008,item2,126.266102783591
431,2009,item2,139.72161800915597
432,2010,item2,143.4706692239102
433,2011,item2,134.1465960628035
434,2012,item2,133.17183906159443
435,2013,item2,147.637292361319
436,2014,item2,129.66550378014279
437,2015,item2,139.77953781973747
438,2016,item2,144.54090626334897
439,2017,item2,136.16777295264382
440,1978,item2,104.19984045877685
441,1979,item2,102.51901052412072
442,1980,item2,109.74519854699611
443,1981,item2,97.63989403818
444,1982,item2,96.33085182578412
445,1983,item2,109.21861811914809
446,1984,item2,108.97107508756228
447,1985,item2,101.68090091119804
448,1986,item2,107.15774159620486
449,1987,item2,118.37821185035861
450,1988,item2,106.71121121720192
451,1989,item2,113.88971974189297
452,1990,item2,104.21632780447578
453,1991,item2,116.14054683062498
454,1992,item2,119.46014424430332
455,1993,item2,114.37212259706942
456,1994,item2,113.3051444871978
457,1995,item2,107.82980669708876
458,1996,item2,115.19174594788547
459,1997,item2,118.53991967337366
460,1998,item2,125.85477716165293
461,1999,item2,121.02501581020628
462,2000,item2,122.07689481204835
463,2001,item2,124.21853291624757
464,2002,item2,127.30942238931013
465,2003,item2,132.3223211499204
466,2004,item2,114.03608311960645
467,2005,item2,123.99140087955584
468,2006,item2,128.48057428004924
469,2007,item2,129.87935435824375
470,2008,item2,129.03343791744436
471,2009,item2,126.8354632728697
472,2010,item2,128.5878664701828
473,2011,item2,130.15072875944998
474,2012,item2,126.9488217409513
475,2013,item2,125.81208226720832
476,2014,item2,137.5238163616931
477,2015,item2,134.9512253291077
478,2016,item2,134.04280051526166
479,2017,item2,139.01985109246755
480,1978,item2,95.46011870336449
481,1979,item2,107.39713662164947
482,1980,item2,101.00521456443383
483,1981,item2,99.37124213521392
484,1982,item2,111.641446219211
485,1983,item2,104.0054285781562
486,1984,item2,111.9978210176036
487,1985,item2,109.20708765781666
488,1986,item2,109.59199885524818
489,1987,item2,104.91576150541346
490,1988,item2,108.19413682166775
491,1989,item2,107.8314648923703
492,1990,item2,104.91517415774936
493,1991,item2,115.81290088916593
494,1992,item2,118.42049611804832
495,1993,item2,111.66564555191398
496,1994,item2,113.53711053144036
497,1995,item2,117.45708058699067
498,1996,item2,120.2247702017323
499,1997,item2,116.75534031768687
500,1998,item2,123.06451262389844
501,1999,item2,124.90069036922091
502,2000,item2,119.88653976299156
503,2001,item2,121.66809752182856
504,2002,item2,126.34673161232072
505,2003,item2,143.90086296552474
506,2004,item2,121.24003642776245
507,2005,item2,119.91317779757642
508,2006,item2,131.22539218104163
509,2007,item2,132.90034253089692
510,2008,item2,124.55446480457336
511,2009,item2,126.90218553497806
512,2010,item2,131.2873590103124
513,2011,item2,134.7971701889848
514,2012,item2,134.2312519465105
515,2013,item2,132.47722867702663
516,2014,item2,133.79224206424277
517,2015,item2,135.59429450046846
518,2016,item2,134.63956923120145
519,2017,item2,139.5797002337253
520,1978,item2,105.01333846131419
521,1979,item2,110.42409075369382
522,1980,item2,97.39968886781588
523,1981,item2,102.5083911815586
524,1982,item2,109.65814889588205
525,1983,item2,92.54762906153844
526,1984,item2,100.09592829620865
527,1985,item2,108.7976222941937
528,1986,item2,108.18399054654401
529,1987,item2,107.99754092026411
530,1988,item2,104.27832008741764
531,1989,item2,104.74626461625877
532,1990,item2,107.08989492605521
533,1991,item2,105.68107361328885
534,1992,item2,125.59587609982783
535,1993,item2,116.46843835588996
536,1994,item2,118.55018521440152
537,1995,item2,120.86499983482138
538,1996,item2,122.57379495019013
539,1997,item2,112.20016906956884
540,1998,item2,128.4039633424052
541,1999,item2,114.3984251387156
542,2000,item2,119.79457556830515
543,2001,item2,117.97780033464278
544,2002,item2,121.54622938062424
545,2003,item2,131.6960237694156
546,2004,item2,129.67543280373707
547,2005,item2,124.30113717470181
548,2006,item2,128.53992702927815
549,2007,item2,134.51464310823692
550,2008,item2,132.9114891689636
551,2009,item2,133.50030297111928
552,2010,item2,137.1474075683222
553,2011,item2,125.98585391214166
554,2012,item2,129.67891444055476
555,2013,item2,129.98705862547342
556,2014,item2,139.28091140815908
557,2015,item2,135.29608050249738
558,2016,item2,135.50955853651908
559,2017,item2,131.40022849423679
560,1978,item2,91.50337453315606
561,1979,item2,98.08946094849372
562,1980,item2,96.80420320894783
563,1981,item2,107.49564850981601
564,1982,item2,106.50239709143662
565,1983,item2,104.56212118555618
566,1984,item2,109.23278864617964
567,1985,item2,104.72044665739968
568,1986,item2,108.28403513666551
569,1987,item2,115.48792438339808
570,1988,item2,106.78808263750916
571,1989,item2,108.22485338442412
572,1990,item2,107.50735317576455
573,1991,item2,110.30438328674788
574,1992,item2,120.58766846904912
575,1993,item2,121.8159437232666
576,1994,item2,114.88625151682935
577,1995,item2,114.85242111292331
578,1996,item2,113.26405416290862
579,1997,item2,115.37267455902517
580,1998,item2,118.88116273474976
581,1999,item2,118.98442618171464
582,2000,item2,124.9108498082651
583,2001,item2,122.20653225175744
584,2002,item2,122.2217558025705
585,2003,item2,131.22793393267983
586,2004,item2,130.2620844590075
587,2005,item2,125.18342987278098
588,2006,item2,133.27784395606324
589,2007,item2,130.118401698772
590,2008,item2,130.2321208502512
591,2009,item2,130.66846181887664
592,2010,item2,132.8053166687913
593,2011,item2,129.1176004539121
594,2012,item2,136.29008227429188
595,2013,item2,132.23146667359077
596,2014,item2,143.40052033789866
597,2015,item2,143.6328738461421
598,2016,item2,141.0417598739357
599,2017,item2,133.31328392753312
600,1978,item2,100.38320964673242
601,1979,item2,110.55992578252348
602,1980,item2,102.02440597145566
603,1981,item2,101.71462226322635
604,1982,item2,100.53052998399585
605,1983,item2,115.36050987347248
606,1984,item2,113.42238717086786
607,1985,item2,99.85990240517619
608,1986,item2,109.10808129563699
609,1987,item2,111.56609246168229
610,1988,item2,108.3863841135163
611,1989,item2,113.0181101295071
612,1990,item2,116.06163703730917
613,1991,item2,114.47118091189552
614,1992,item2,115.89495561921713
615,1993,item2,119.07269434653631
616,1994,item2,120.93142514576977
617,1995,item2,117.65097987489514
618,1996,item2,116.62730852210306
619,1997,item2,114.80805771714773
620,1998,item2,116.72225029593895
621,1999,item2,112.51051302841482
622,2000,item2,126.47407832022714
623,2001,item2,131.92422716584883
624,2002,item2,116.11215590054137
625,2003,item2,122.7884510588439
626,2004,item2,124.73476464856287
627,2005,item2,127.40685420678092
628,2006,item2,129.9653282489778
629,2007,item2,126.84927661154684
630,2008,item2,130.9418166062963
631,2009,item2,135.2112916068101
632,2010,item2,128.3340063265416
633,2011,item2,132.15530627937193
634,2012,item2,133.81335625514657
635,2013,item2,133.72401830616386
636,2014,item2,146.20143821649495
637,2015,item2,139.83137774693256
638,2016,item2,143.45634279041357
639,2017,item2,137.39103557227952
640,1978,item2,97.98388978492068
641,1979,item2,105.12266633110664
642,1980,item2,115.16940233420972
643,1981,item2,99.6427100331466
644,1982,item2,111.50752668115783
645,1983,item2,109.57550325902521
646,1984,item2,103.63765538224447
647,1985,item2,113.22772929389679
648,1986,item2,110.02649929598297
649,1987,item2,105.96858940594828
650,1988,item2,117.07410495052915
651,1989,item2,101.66903492908256
652,1990,item2,109.83271844829713
653,1991,item2,119.56820687524412
654,1992,item2,122.54788819778972
655,1993,item2,108.46144560927426
656,1994,item2,111.81225797698357
657,1995,item2,116.20785863541659
658,1996,item2,115.27672855980157
659,1997,item2,116.93182241663011
660,1998,item2,123.2049501155674
661,1999,item2,123.94119113351874
662,2000,item2,120.91934655634827
663,2001,item2,127.78782454398251
664,2002,item2,121.53514745972195
665,2003,item2,118.47025540882655
666,2004,item2,131.2558942294554
667,2005,item2,133.52297278374772
668,2006,item2,127.36663493333941
669,2007,item2,134.05773388988325
670,2008,item2,132.67168693032326
671,2009,item2,137.50566057144994
672,2010,item2,135.89964511945735
673,2011,item2,130.89378886409912
674,2012,item2,132.32666865651868
675,2013,item2,140.16937196325992
676,2014,item2,137.46947611348787
677,2015,item2,135.94359535766193
678,2016,item2,142.17120134330452
679,2017,item2,134.8481280302923
680,1978,item2,100.39415641158828
681,1979,item2,114.59245485969596
682,1980,item2,105.90459184017786
683,1981,item2,104.46515831911822
684,1982,item2,104.1485096032105
685,1983,item2,112.17760742539957
686,1984,item2,110.7812814218421
687,1985,item2,111.05293674563877
688,1986,item2,105.1419441777615
689,1987,item2,111.48925074011169
690,1988,item2,105.63905946365858
691,1989,item2,108.06354678811933
692,1990,item2,105.16348874906522
693,1991,item2,115.21523555527378
694,1992,item2,121.58254105947435
695,1993,item2,118.14497083934496
696,1994,item2,121.7946607608063
697,1995,item2,120.81055070069314
698,1996,item2,121.64740446632047
699,1997,item2,127.4469900335319
700,1998,item2,117.35693578629646
701,1999,item2,119.40655048788989
702,2000,item2,120.23927776801459
703,2001,item2,122.65174853664968
704,2002,item2,117.73950438402545
705,2003,item2,130.96522229607447
706,2004,item2,134.26599177269628
707,2005,item2,118.59910702574385
708,2006,item2,128.81366603507587
709,2007,item2,128.4378069549656
710,2008,item2,133.93021317275432
711,2009,item2,126.2004489747761
712,2010,item2,131.43694007109033
713,2011,item2,134.60316847948422
714,2012,item2,140.19428890763302
715,2013,item2,132.40406608779344
716,2014,item2,136.0552178291387
717,2015,item2,143.75702941332526
718,2016,item2,150.75135106356976
719,2017,item2,144.73134233208975
720,1978,item2,99.95764337176978
721,1979,item2,96.14348631166703
722,1980,item2,100.97860465006599
723,1981,item2,104.4692086940785
724,1982,item2,100.32220999827116
725,1983,item2,111.31153925096469
726,1984,item2,106.79344217432015
727,1985,item2,97.71247833671853
728,1986,item2,120.1676690538794
729,1987,item2,114.74833448755204
730,1988,item2,107.32154590643968
731,1989,item2,111.65602159097773
732,1990,item2,120.20654386033203
733,1991,item2,116.64035482148485
734,1992,item2,113.39261139263238
735,1993,item2,119.45813452090691
736,1994,item2,120.87004563316033
737,1995,item2,123.14736848249439
738,1996,item2,123.98468536557118
739,1997,item2,126.49298075859328
740,1998,item2,119.61559549205728
741,1999,item2,112.38955256830201
742,2000,item2,126.29634626493957
743,2001,item2,127.78001095648193
744,2002,item2,118.12219469429887
745,2003,item2,124.30776475434719
746,2004,item2,121.25306911887148
747,2005,item2,122.06728684789135
748,2006,item2,128.8886742584568
749,2007,item2,122.87716692852558
750,2008,item2,125.74433047238651
751,2009,item2,137.47691207639366
752,2010,item2,134.7632936642347
753,2011,item2,139.53348935701723
754,2012,item2,131.6250820571437
755,2013,item2,139.39422566569849
756,2014,item2,140.80616136875256
757,2015,item2,145.36083821727036
758,2016,item2,139.89288551989767
759,2017,item2,142.76773217140936
760,1978,item2,96.20501779066005
761,1979,item2,103.6688794254785
762,1980,item2,90.92736290918147
763,1981,item2,96.30687937996424
764,1982,item2,112.72916368750136
765,1983,item2,102.72428901851697
766,1984,item2,106.16318508142886
767,1985,item2,111.56820452838204
768,1986,item2,104.77214463405618
769,1987,item2,112.2562290786711
770,1988,item2,111.66037927426396
771,1989,item2,117.7181143504235
772,1990,item2,110.158144492103
773,1991,item2,117.16546030847411
774,1992,item2,115.55539216028845
775,1993,item2,111.81488294773351
776,1994,item2,110.4786361320179
777,1995,item2,115.92285484671315
778,1996,item2,111.66738951437429
779,1997,item2,128.46842656697308
780,1998,item2,111.58420144850685
781,1999,item2,121.521732446404
782,2000,item2,128.67575297118194
783,2001,item2,118.32683190434707
784,2002,item2,131.52055469073088
785,2003,item2,129.04520592102844
786,2004,item2,127.21861898361972
787,2005,item2,131.8463221623783
788,2006,item2,125.28412294063551
789,2007,item2,132.83606855590716
790,2008,item2,130.90846278043264
791,2009,item2,133.26007004880006
792,2010,item2,138.61855976711826
793,2011,item2,126.47617416335748
794,2012,item2,139.03719670879258
795,2013,item2,139.61941979476745
796,2014,item2,139.6826772052292
797,2015,item2,129.2072420117973
798,2016,item2,136.99760605304238
799,2017,item2,142.58874122631468
