,years,item,price
273,2011,item1,100.61450675062424
274,2012,item1,100.56657467078115
275,2013,item1,93.51297792361407
276,2014,item1,105.82084086688106
277,2015,item1,93.84609979242417
278,2016,item1,97.64220455174599
279,2017,item1,98.61440181549307
280,1978,item1,97.59635013303063
281,1979,item1,94.540201695647
282,1980,item1,103.99156428625727
283,1981,item1,105.19687645299985
284,1982,item1,94.03356065182294
285,1983,item1,101.34924877707334
286,1984,item1,107.30728067892677
287,1985,item1,106.78724423910921
288,1986,item1,98.56613988421498
289,1987,item1,102.16076310798583
290,1988,item1,98.56860624368262
291,1989,item1,105.35196346032558
292,1990,item1,99.22998259805954
293,1991,item1,99.16787790425452
294,1992,item1,106.96126750211634
295,1993,item1,101.88754822665062
296,1994,item1,96.2210381437035
297,1995,item1,109.80935731616458
298,1996,item1,95.246350269184
299,1997,item1,100.26039926600988
300,1998,item1,100.15027885377683
301,1999,item1,94.80158224530987
302,2000,item1,97.27884553974853
303,2001,item1,101.21465698291867
304,2002,item1,94.26544668997886
305,2003,item1,103.90920671604249
306,2004,item1,104.50770153015493
307,2005,item1,107.5931621843392
308,2006,item1,103.18109952764749
309,2007,item1,109.75145833712668
310,2008,item1,95.03385233625006
311,2009,item1,88.86257887023963
312,2010,item1,104.51041128798845
313,2011,item1,96.06367059823847
314,2012,item1,105.60146947207485
315,2013,item1,91.79120800696539
316,2014,item1,88.5897941655821
317,2015,item1,99.36484591501058
318,2016,item1,97.10828118662938
319,2017,item1,111.57294485926273
320,1978,item1,95.92359168413704
321,1979,item1,102.05550801946721
322,1980,item1,97.57780882196747
323,1981,item1,91.6413962819997
324,1982,item1,92.34831447496377
325,1983,item1,97.2300190521744
326,1984,item1,99.57621365115978
327,1985,item1,104.26509178858271
328,1986,item1,98.95284815795719
329,1987,item1,97.20161761150844
330,1988,item1,100.94499043741136
331,1989,item1,99.44746627414074
332,1990,item1,99.74338565868588
333,1991,item1,106.24304156281309
334,1992,item1,98.10975396328374
335,1993,item1,112.78989415008628
336,1994,item1,112.71485491285003
337,1995,item1,102.697004360041
338,1996,item1,99.18803088521148
339,1997,item1,99.89011139930714
340,1998,item1,108.30830075043247
341,1999,item1,100.87961853360842
342,2000,item1,99.24652124911515
343,2001,item1,99.45826446779655
344,2002,item1,94.5516217263822
345,2003,item1,96.349842327689
346,2004,item1,98.09581986558715
347,2005,item1,86.95663604827779
348,2006,item1,87.73971409845788
349,2007,item1,106.3585517896458
350,2008,item1,98.58935780707257
351,2009,item1,100.32281525962482
352,2010,item1,98.041365305376
353,2011,item1,98.41806530911536
354,2012,item1,106.54419250219246
355,2013,item1,94.12954890902866
356,2014,item1,96.51847081561752
357,2015,item1,103.54440445933714
358,2016,item1,103.0082170587646
359,2017,item1,100.90904759691963
360,1978,item1,101.49732341181945
361,1979,item1,98.0698347551771
362,1980,item1,102.2999154169958
363,1981,item1,98.51185031391229
364,1982,item1,103.42008756389987
365,1983,item1,107.60409256609094
366,1984,item1,91.23601026937473
367,1985,item1,107.92653845434224
368,1986,item1,115.37371212367098
369,1987,item1,98.53224066900904
370,1988,item1,95.44209057370097
371,1989,item1,93.64446018340497
372,1990,item1,106.45135078371882
373,1991,item1,109.03266308613371
374,1992,item1,96.18656690349789
375,1993,item1,96.3580657543341
376,1994,item1,94.3591371781444
377,1995,item1,96.79983174626464
378,1996,item1,112.84400271207923
379,1997,item1,98.21528926845669
380,1998,item1,97.97740582961902
381,1999,item1,99.35386967732315
382,2000,item1,100.57589377494207
383,2001,item1,98.73292477011806
384,2002,item1,98.99960629311248
385,2003,item1,100.61321557553984
386,2004,item1,100.71514072028056
387,2005,item1,100.55416712374507
388,2006,item1,100.81668398618373
389,2007,item1,104.89209252254983
390,2008,item1,103.33234021494602
391,2009,item1,107.12654656579764
392,2010,item1,98.07071758995853
393,2011,item1,108.27738181863776
394,2012,item1,98.68904787200806
395,2013,item1,106.51699783380684
396,2014,item1,98.89585386792609
397,2015,item1,107.79929525948965
398,2016,item1,93.88101689631159
399,2017,item1,102.88132676137155
400,1978,item2,101.80404300481777
401,1979,item2,100.00892744004268
402,1980,item2,95.75354961307262
403,1981,item2,105.86720833660773
404,1982,item2,100.4732279885555
405,1983,item2,102.85954317016308
406,1984,item2,107.58718419560581
407,1985,item2,107.52998599638698
408,1986,item2,112.06070879922046
409,1987,item2,114.81266906144255
410,1988,item2,116.96151252258427
411,1989,item2,107.84119911745607
412,1990,item2,114.80091072110689
413,1991,item2,114.26389919368
414,1992,item2,123.49821781283296
415,1993,item2,119.4111970164675
416,1994,item2,124.90635825072277
417,1995,item2,116.66726833104437
418,1996,item2,117.3568634092446
419,1997,item2,122.13704001174341
420,1998,item2,125.88466217204846
421,1999,item2,116.7387542545987
422,2000,item2,133.09322288359596
423,2001,item2,124.052762768721
424,2002,item2,128.51342455262193
425,2003,item2,124.62142881642167
426,2004,item2,123.96338445946061
427,2005,item2,134.04777362039943
428,2006,item2,122.55210929517405
429,2007,item2,133.92983048254422
430,2008,item2,128.9606287446968
431,2009,item2,133.11838686360875
432,2010,item2,129.49171456579666
433,2011,item2,129.96646309556735
434,2012,item2,138.01675915583493
435,2013,item2,135.47566977095818
436,2014,item2,141.1163631504635
437,2015,item2,136.9183070155243
438,2016,item2,137.71001260127667
439,2017,item2,138.9471341308988
440,1978,item2,94.71078840141358
441,1979,item2,100.81957879664942
442,1980,item2,96.72247852498829
443,1981,item2,106.62101592174244
444,1982,item2,106.97932859787102
445,1983,item2,97.0006321371088
446,1984,item2,103.69887135930539
447,1985,item2,100.72767128472111
448,1986,item2,112.24466444377181
449,1987,item2,112.58157758795934
450,1988,item2,109.27924035456554
451,1989,item2,115.09365427584018
452,1990,item2,117.97909379490648
453,1991,item2,115.1077170183923
454,1992,item2,114.6198414101749
455,1993,item2,118.52362080660201
456,1994,item2,121.64534444244052
457,1995,item2,103.58148635151134
458,1996,item2,114.18041233079
459,1997,item2,118.84389271186102
460,1998,item2,122.69410044294028
461,1999,item2,125.10680551552925
462,2000,item2,123.42170378931978
463,2001,item2,127.13322337196642
464,2002,item2,124.29030291573295
465,2003,item2,136.67941632410117
466,2004,item2,126.091596730502
467,2005,item2,128.7241344181361
468,2006,item2,134.56252431854182
469,2007,item2,130.10681154467778
470,2008,item2,127.27048196805019
471,2009,item2,121.96578662939629
472,2010,item2,129.2585054862334
473,2011,item2,136.86812354853862
474,2012,item2,133.98403272777958
475,2013,item2,131.38530602235335
476,2014,item2,136.80408991362202
477,2015,item2,141.97775419253418
478,2016,item2,142.31004010870637
479,2017,item2,139.6824239035612
480,1978,item2,97.79793343663428
481,1979,item2,115.92068368575458
482,1980,item2,105.90942954984605
483,1981,item2,99.61825490305635
484,1982,item2,110.7527427888618
485,1983,item2,106.27819457375124
486,1984,item2,116.2172734820062
487,1985,item2,108.39705102320315
488,1986,item2,108.09949944367084
489,1987,item2,103.68006430702604
490,1988,item2,106.67787667490221
491,1989,item2,107.69770661449607
492,1990,item2,109.26147258630996
493,1991,item2,116.16732349789778
494,1992,item2,126.61974112475164
495,1993,item2,114.39372456707729
496,1994,item2,120.90176553794825
497,1995,item2,117.00192015665468
498,1996,item2,120.16055848448781
499,1997,item2,129.50436817674517
500,1998,item2,120.96368304559878
501,1999,item2,132.02527825539093
502,2000,item2,127.16812015195525
503,2001,item2,119.87859667552263
504,2002,item2,126.70763200201009
505,2003,item2,120.4528034327059
506,2004,item2,122.21516350993949
507,2005,item2,122.45448842278198
508,2006,item2,133.3718501254078
509,2007,item2,132.09790576098317
510,2008,item2,132.38620594721925
511,2009,item2,131.24098335725247
512,2010,item2,130.80023213589004
513,2011,item2,137.18206134243954
514,2012,item2,138.83182271123883
515,2013,item2,130.83769957221375
516,2014,item2,133.2312727406666
517,2015,item2,135.80566004682953
518,2016,item2,143.2769539410172
519,2017,item2,132.8362646352951
520,1978,item2,103.1015884859512
521,1979,item2,105.12441335081577
522,1980,item2,107.72885386363963
523,1981,item2,109.20755268140243
524,1982,item2,99.57066820750602
525,1983,item2,105.63868198126991
526,1984,item2,115.51353406247797
527,1985,item2,99.12080606914343
528,1986,item2,106.27905801329152
529,1987,item2,109.81385822357517
530,1988,item2,107.32515429966942
531,1989,item2,108.78188885441726
532,1990,item2,112.43483368649164
533,1991,item2,115.19916533274707
534,1992,item2,116.65327592603822
535,1993,item2,115.56766729833372
536,1994,item2,115.36966349369986
537,1995,item2,120.90467980287825
538,1996,item2,120.12669542472682
539,1997,item2,118.54211673207472
540,1998,item2,125.22696547844662
541,1999,item2,116.76649020917594
542,2000,item2,120.50831899158271
543,2001,item2,118.26410835244019
544,2002,item2,121.59161710988766
545,2003,item2,130.37011076122684
546,2004,item2,134.05694221768587
547,2005,item2,124.59064845937337
548,2006,item2,123.95242509407265
549,2007,item2,131.50846927443123
550,2008,item2,138.29426318511688
551,2009,item2,129.56970900861637
552,2010,item2,129.6620167235094
553,2011,item2,128.54168981756845
554,2012,item2,136.73317267964674
555,2013,item2,132.7078180300067
556,2014,item2,131.4909482865433
557,2015,item2,140.62123351800744
558,2016,item2,138.6122186222122
559,2017,item2,144.92382784056548
560,1978,item2,103.72960735579039
561,1979,item2,105.81215510093685
562,1980,item2,104.74257231198212
563,1981,item2,108.77872388194866
564,1982,item2,106.34764089849044
565,1983,item2,95.86331431703553
566,1984,item2,105.5519077930903
567,1985,item2,107.15984410574474
568,1986,item2,118.77472839060424
569,1987,item2,107.64723340654866
570,1988,item2,113.92837814071952
571,1989,item2,117.64945365632458
572,1990,item2,113.72923338909521
573,1991,item2,117.13235326901
574,1992,item2,109.80312088058804
575,1993,item2,110.91153315616677
576,1994,item2,109.06728511019712
577,1995,item2,111.56097125045761
578,1996,item2,123.1638348267258
579,1997,item2,122.07672316603305
580,1998,item2,119.12881518674601
581,1999,item2,129.61020083840094
582,2000,item2,124.89022453882426
583,2001,item2,123.04953346461147
584,2002,item2,132.56899093354167
585,2003,item2,126.24777456456367
586,2004,item2,124.05490616336796
587,2005,item2,114.987547682675
588,2006,item2,125.64519974062449
589,2007,item2,135.44705977509724
590,2008,item2,134.05826367543068
591,2009,item2,127.6799565388454
592,2010,item2,132.60791246359233
593,2011,item2,127.536535257148
594,2012,item2,131.36083002346717
595,2013,item2,136.3369972726374
596,2014,item2,137.39213596076127
597,2015,item2,143.06066654249372
598,2016,item2,140.00794867925117
599,2017,item2,132.49995450671736
600,1978,item2,90.57093935549462
601,1979,item2,101.41834268035906
602,1980,item2,91.83581551366657
603,1981,item2,90.07858371954215
604,1982,item2,107.91076378326882
605,1983,item2,100.64987704337776
606,1984,item2,108.67653270509653
607,1985,item2,115.07780633207321
608,1986,item2,109.94076208504707
609,1987,item2,103.07353237141601
610,1988,item2,102.29714320558038
611,1989,item2,118.48880211231936
612,1990,item2,112.5792570631388
613,1991,item2,115.62575899953121
614,1992,item2,119.51899059617973
615,1993,item2,117.83687913866794
616,1994,item2,117.19887118290521
617,1995,item2,111.91029999866338
618,1996,item2,115.55081579204541
619,1997,item2,117.9643593889387
620,1998,item2,122.88330021125881
621,1999,item2,124.79321577080194
622,2000,item2,120.07105908342398
623,2001,item2,116.81223961035056
624,2002,item2,122.96782867313534
625,2003,item2,126.39677332458744
626,2004,item2,125.88403492461615
627,2005,item2,120.421688061758
628,2006,item2,133.62161513377896
629,2007,item2,124.83460433368589
630,2008,item2,135.65400961469348
631,2009,item2,119.72501269668423
632,2010,item2,127.8195370070288
633,2011,item2,137.41406380767572
634,2012,item2,128.30255243728035
635,2013,item2,136.14459797705013
636,2014,item2,132.2798919901511
637,2015,item2,137.5099645122691
638,2016,item2,142.88628159521548
639,2017,item2,135.87589244679899
640,1978,item2,100.57634175060076
641,1979,item2,101.78685619415307
642,1980,item2,101.81721113042656
643,1981,item2,106.98463889148586
644,1982,item2,106.87841936296832
645,1983,item2,105.05148110626592
646,1984,item2,107.93513118053758
647,1985,item2,109.51611672159186
648,1986,item2,112.55598282288496
649,1987,item2,110.50707309742353
650,1988,item2,109.03822820563167
651,1989,item2,114.91380417532238
652,1990,item2,116.06789847559986
653,1991,item2,108.45948300201911
654,1992,item2,111.66489480535968
655,1993,item2,119.28970199955954
656,1994,item2,115.98463567842381
657,1995,item2,117.65165789138818
658,1996,item2,122.89471051708853
659,1997,item2,117.93028038501971
660,1998,item2,118.01051079069846
661,1999,item2,108.03085593601998
662,2000,item2,122.6198372672326
663,2001,item2,128.00717462105993
664,2002,item2,123.5609705705099
665,2003,item2,126.06824816019028
666,2004,item2,133.0149134410296
667,2005,item2,126.07985081694154
668,2006,item2,131.35559335813227
669,2007,item2,128.44155850680443
670,2008,item2,133.2241043508478
671,2009,item2,124.72473259748317
672,2010,item2,138.04455626561455
673,2011,item2,126.33832218278549
674,2012,item2,130.5878568502803
675,2013,item2,131.8738203186303
676,2014,item2,140.21449799326683
677,2015,item2,123.65027738582718
678,2016,item2,136.0751926373234
679,2017,item2,145.52677278255544
680,1978,item2,99.34261346253217
681,1979,item2,100.79089539513178
682,1980,item2,100.92073058207619
683,1981,item2,100.79275971114147
684,1982,item2,105.88205311260575
685,1983,item2,104.54750716853131
686,1984,item2,107.25631714279048
687,1985,item2,109.48360464484684
688,1986,item2,102.57551058014771
689,1987,item2,110.68578597227142
690,1988,item2,110.55755729580689
691,1989,item2,123.95950783818112
692,1990,item2,112.17936931036695
693,1991,item2,115.64300062937687
694,1992,item2,110.88703057888318
695,1993,item2,113.19948422349506
696,1994,item2,111.40273151898336
697,1995,item2,112.62262971005559
698,1996,item2,119.66387959230472
699,1997,item2,116.71293304837565
700,1998,item2,122.54057004341803
701,1999,item2,125.59378138679445
702,2000,item2,128.8123276133408
703,2001,item2,125.41170335726879
704,2002,item2,124.17317614442962
705,2003,item2,128.7533866545777
706,2004,item2,123.05645259467923
707,2005,item2,125.9601070383582
708,2006,item2,137.88985009767043
709,2007,item2,132.36992482948216
710,2008,item2,131.1718166997851
711,2009,item2,125.30569442338718
712,2010,item2,124.3042046622758
713,2011,item2,126.12035456237984
714,2012,item2,134.79189047452167
715,2013,item2,135.6550032936687
716,2014,item2,127.66828594494868
717,2015,item2,142.98779690836304
718,2016,item2,141.06465846258206
719,2017,item2,137.90449061290263
720,1978,item2,102.68822151027585
721,1979,item2,99.95299139369665
722,1980,item2,113.42380872030904
723,1981,item2,104.3310606483505
724,1982,item2,100.09334152985646
725,1983,item2,99.51222028634339
726,1984,item2,106.31985735549786
727,1985,item2,110.89882917148051
728,1986,item2,110.28507702822054
729,1987,item2,109.72160651148467
730,1988,item2,120.62957811718839
731,1989,item2,114.17893157148781
732,1990,item2,120.70163833414408
733,1991,item2,113.31089336706728
734,1992,item2,119.02183936926586
735,1993,item2,128.3149126022464
736,1994,item2,118.23553036245092
737,1995,item2,115.97253104866914
738,1996,item2,118.05161324649411
739,1997,item2,110.91787283689874
740,1998,item2,114.82071136767621
741,1999,item2,125.33873455329723
742,2000,item2,122.03454209780756
743,2001,item2,122.09794711251624
744,2002,item2,122.93715754066979
745,2003,item2,122.4183052505284
746,2004,item2,117.9991051236989
747,2005,item2,135.1927298066829
748,2006,item2,133.857284836289
749,2007,item2,127.13438262423858
750,2008,item2,138.61230430999828
751,2009,item2,129.1069908815534
752,2010,item2,127.87864157542714
753,2011,item2,145.05654355990097
754,2012,item2,130.93919427550017
755,2013,item2,139.66343238485038
756,2014,item2,136.16016866513257
757,2015,item2,137.34215236073595
758,2016,item2,125.31302295980957
759,2017,item2,138.64101618063222
760,1978,item2,110.91369053214994
761,1979,item2,100.41771237625134
762,1980,item2,100.57281843789897
763,1981,item2,102.99435916064127
764,1982,item2,111.6459803879088
765,1983,item2,110.78464041854166
766,1984,item2,110.77307463421171
767,1985,item2,110.59758460073563
768,1986,item2,116.68797917870819
769,1987,item2,121.76431959048804
770,1988,item2,108.16893225243867
771,1989,item2,121.06588949592457
772,1990,item2,115.1240280767987
773,1991,item2,113.57515640860713
774,1992,item2,111.2243333528264
775,1993,item2,114.23614706853962
776,1994,item2,118.26036564186184
777,1995,item2,122.91565318819656
778,1996,item2,116.78650593857057
779,1997,item2,118.14466697798566
780,1998,item2,125.58399117325735
781,1999,item2,117.26092346952977
782,2000,item2,127.7004831421575
783,2001,item2,126.64545837596413
784,2002,item2,120.09749082389878
785,2003,item2,122.11399416974153
786,2004,item2,134.8809617064325
787,2005,item2,123.90943153260366
788,2006,item2,131.31426569532061
789,2007,item2,131.20465941181484
790,2008,item2,125.7780157645757
791,2009,item2,135.9962705873148
792,2010,item2,134.60039816172662
793,2011,item2,137.84752620777286
794,2012,item2,129.3107039426431
795,2013,item2,130.00397141157515
796,2014,item2,135.75595378640912
797,2015,item2,137.9845156079591
798,2016,item2,136.90316154921464
799,2017,item2,142.6561188346446
